Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(hr),Rev On Bit (krev),Bit Diameter,TFA(in2),pit volume(bbl),PP(ppg),OVB(ppg)
1800.5,22,7.8,119,2824.4,3082,916,10.60,11.38333333,68.8,12.25,0.994,765.34,10.07,15.17
1801,22.2,8.1,119,2872.6,3085,916,10.60,11.4,69,12.25,0.994,766.3,10.11,15.17
1801.5,22.2,8.2,119,2887,3082,916,10.60,11.43333333,69.1,12.25,0.994,766.41,10.135,15.175
1802,22,8.6,119,2917.7,3077,916,10.60,11.45,69.3,12.25,0.994,766.5,10.16,15.18
1802.5,21.8,8.6,119,2892.7,3082,916,10.60,11.46666667,69.5,12.25,0.994,766.74,10.14,15.18
1803,21.5,8.8,119,2893,3076,916,10.60,11.5,69.6,12.25,0.994,765.83,10.12,15.18
1803.5,21.4,8.6,119,2863.4,3074,916,10.60,11.51666667,69.8,12.25,0.994,766.3,10.11,15.185
1804,20.7,9,119,2913.7,3079,916,10.60,11.55,70,12.25,0.994,766.4,10.1,15.19
1804.5,20.8,9.3,119,2885.2,3076,916,10.60,11.56666667,70.1,12.25,0.994,766.34,10.03,15.19
1805,20.2,11.3,119,3042.4,3078,916,10.60,11.6,70.3,12.25,0.994,764.89,9.96,15.19
1805.5,16.7,12.8,119,3146.2,3079,916,10.60,11.61666667,70.5,12.25,0.994,763.71,9.955,15.19
1806,18.6,10.7,119,3004.1,3064,916,10.60,11.65,70.7,12.25,0.994,764.01,9.95,15.19
1806.5,19.8,9.5,119,2964.9,3068,916,10.60,11.68333333,70.9,12.25,0.994,763.47,9.975,15.195
1807,20.2,9,119,2962.4,3064,916,10.60,11.7,71.1,12.25,0.994,762.29,10,15.2
1807.5,20.7,10.1,119,3046.8,3066,916,10.60,11.73333333,71.3,12.25,0.994,762.65,9.97,15.2
1808,19,11.3,119,3097.9,3073,916,10.60,11.75,71.5,12.25,0.994,762.99,9.94,15.2
1808.5,19.8,12.4,119,3197.6,3070,916,10.60,11.78333333,71.6,12.25,0.994,762.7,9.915,15.2
1809,20.8,13.9,119,3385.9,3072,916,10.60,11.8,71.8,12.25,0.994,761.31,9.89,15.2
1809.5,20.1,14.3,119,3432.1,3063,916,10.60,11.83333333,72,12.25,0.994,762.34,9.935,15.205
1810,19.5,14.6,119,3448.7,3068,916,10.60,11.85,72.2,12.25,0.994,761.5,9.98,15.21
1810.5,18.7,12.1,119,3187.7,3074,916,10.60,11.88333333,72.4,12.25,0.994,763.81,10.03,15.21
1811,21.8,13,119,3279.1,3077,916,10.60,11.9,72.5,12.25,0.994,763.23,10.08,15.21
1811.5,22.4,14.2,119,3441.2,3083,916,10.60,11.91666667,72.7,12.25,0.994,763.1,10.07,15.215
1812,20.9,14.5,119,3632.7,3082,916,10.60,11.95,72.9,12.25,0.994,764.96,10.06,15.22
1812.5,20,12.9,119,3376.6,3068,916,10.60,11.96666667,73,12.25,0.994,765.84,9.955,15.22
1813,17.8,11.2,119,3131.2,3069,916,10.60,12,73.2,12.25,0.994,764.8,9.85,15.22
1813.5,19.5,13.1,119,3313.5,3063,916,10.60,12.03333333,73.4,12.25,0.994,762.13,9.84,15.22
1814,19.5,14.2,119,3446.3,3061,916,10.60,12.05,73.6,12.25,0.994,759.72,9.83,15.22
1814.5,19,13.3,119,3336.2,3059,916,10.60,12.08333333,73.8,12.25,0.994,753.77,9.895,15.225
1815,19.3,13.2,119,3235.3,3056,916,10.60,12.1,74,12.25,0.994,755.25,9.96,15.23
1815.5,19.8,12.4,119,3127.8,3061,916,10.60,12.13333333,74.2,12.25,0.994,755.59,9.985,15.23
1816,18.9,12.3,119,3097.2,3058,916,10.60,12.15,74.4,12.25,0.994,751.63,10.01,15.23
1816.5,20.4,12.9,119,3189.6,3068,916,10.60,12.18333333,74.5,12.25,0.994,745.41,10,15.23
1817,21.5,13.9,119,3279.3,3078,916,10.60,12.2,74.7,12.25,0.994,751.37,9.99,15.23
1817.5,21.3,15.3,119,3460.1,3080,916,10.60,12.23333333,74.9,12.25,0.994,753.47,9.99,15.235
1818,20.6,15.5,119,3404.7,3070,916,10.60,12.25,75,12.25,0.994,754.35,9.99,15.24
1818.5,20.4,15.2,119,3284,3078,916,10.60,12.28333333,75.2,12.25,0.994,754.36,9.97,15.24
1819,19.3,15.6,119,3333.3,3080,916,10.60,12.3,75.4,12.25,0.994,748.03,9.95,15.24
1819.5,15.9,14.5,119,3176.5,3078,916,10.60,12.33333333,75.6,12.25,0.994,756.49,9.955,15.24
1820,10.6,13.4,119,2963.8,3140,915,10.60,12.4,76,12.25,0.994,743.51,9.96,15.24
1820.5,15.1,13.3,119,2998.2,3282,913,10.60,12.43333333,76.3,12.25,0.994,743.38,9.905,15.245
1821,16,14.9,119,3044.7,3294,913,10.60,12.46666667,76.5,12.25,0.994,745.49,9.85,15.25
1821.5,15.6,14.8,119,3069.4,3263,912,10.60,12.5,76.7,12.25,0.994,749.42,9.84,15.25
1822,14.4,14.7,119,3067.6,3222,912,10.60,12.53333333,77,12.25,0.994,752.99,9.83,15.25
1822.5,10.7,12.8,119,2835.7,3179,912,10.60,12.58333333,77.4,12.25,0.994,753.7,9.81,15.255
1823,16.2,13.8,119,3062.2,3152,912,10.60,12.61666667,77.6,12.25,0.994,754.68,9.79,15.26
1823.5,15.7,15.4,119,3226,3139,912,10.60,12.65,77.9,12.25,0.994,756.27,9.79,15.26
1824,12.6,14.3,119,3008.5,3132,913,10.60,12.68333333,78.2,12.25,0.994,756.6,9.79,15.26
1824.5,15.8,16.1,119,3195.1,3116,913,10.60,12.71666667,78.4,12.25,0.994,756.72,9.78,15.26
1825,16.4,15.3,119,3093.1,3113,913,10.60,12.75,78.6,12.25,0.994,754.81,9.77,15.26
1825.5,16.8,14.8,119,3039.3,3110,913,10.60,12.78333333,78.8,12.25,0.994,753.91,9.82,15.265
1826,17.6,14.6,119,2997.1,3118,913,10.60,12.81666667,79,12.25,0.994,754.99,9.87,15.27
1826.5,17.7,14.9,119,3063.3,3118,913,10.60,12.83333333,79.2,12.25,0.994,755.01,9.865,15.27
1827,18.4,15.6,119,3256.5,3113,913,10.60,12.86666667,79.4,12.25,0.994,755.83,9.86,15.27
1827.5,16.7,13.9,119,3152.3,3098,913,10.60,12.9,79.6,12.25,0.994,754.66,9.875,15.27
1828,16.8,14.1,119,3113.8,3085,914,10.60,12.93333333,79.9,12.25,0.994,755.39,9.89,15.27
1828.5,16.1,14.2,119,3050.1,3055,914,10.60,12.96666667,80.1,12.25,0.994,755.31,9.91,15.275
1829,15.8,15.5,119,3091.2,3047,914,10.60,12.98333333,80.3,12.25,0.994,753.69,9.93,15.28
1829.5,15.8,17.5,119,3239.3,3046,914,10.60,13.01666667,80.5,12.25,0.994,750.88,9.925,15.28
1830,16.5,16.8,119,3195.1,3042,914,10.60,13.05,80.7,12.25,0.994,750.92,9.92,15.28
1830.5,18.3,17.2,119,3237.6,3054,914,10.60,13.08333333,80.9,12.25,0.994,751.22,9.92,15.28
1831,19,18.7,119,3600.9,3045,914,10.60,13.1,81.1,12.25,0.994,751.1,9.92,15.28
1831.5,18.7,17.7,119,3549.5,3051,914,10.60,13.13333333,81.3,12.25,0.994,751.04,9.885,15.285
1832,18.5,16.9,119,3285.5,3063,914,10.60,13.16666667,81.5,12.25,0.994,750.42,9.85,15.29
1832.5,18.8,17.1,119,3244.6,3074,914,10.60,13.18333333,81.7,12.25,0.994,749.9,9.87,15.29
1833,19.2,17.4,119,3258.5,3085,914,10.60,13.21666667,81.9,12.25,0.994,747.82,9.89,15.29
1833.5,19.9,17.6,119,3399.3,3089,914,10.60,13.23333333,82.1,12.25,0.994,746.08,9.895,15.295
1834,19.2,19.2,119,3567.2,3112,913,10.60,13.26666667,82.3,12.25,0.994,744.86,9.9,15.3
1834.5,18,19.4,119,3385.6,3119,913,10.60,13.3,82.5,12.25,0.994,743.42,9.89,15.3
1835,16.6,19.9,119,3360.5,3141,913,10.60,13.31666667,82.7,12.25,0.994,743.05,9.88,15.3
1835.5,16.7,20.1,119,3659.3,3157,913,10.60,13.35,82.9,12.25,0.994,740.89,9.91,15.3
1836,16.9,22,119,3677.2,3180,913,10.60,13.38333333,83.1,12.25,0.994,739.32,9.94,15.3
1836.5,16.9,19.7,119,3315.7,3178,913,10.60,13.41666667,83.3,12.25,0.994,738.67,9.96,15.305
1837,18,19.3,119,3199.8,3189,913,10.60,13.43333333,83.5,12.25,0.994,738.22,9.98,15.31
1837.5,16.7,20.4,119,3069,3215,913,10.60,13.46666667,83.7,12.25,0.994,735.79,10.01,15.31
1838,13.9,18.5,119,2944.2,3210,912,10.60,13.5,84,12.25,0.994,736.74,10.04,15.31
1838.5,12.9,16.4,119,2787.2,3190,913,10.60,13.55,84.3,12.25,0.994,740.86,10.04,15.31
1839,13,17,119,2777.2,3184,913,10.60,13.58333333,84.5,12.25,0.994,742.19,10.04,15.31
1839.5,13,17.2,119,2896.6,3181,913,10.60,13.61666667,84.8,12.25,0.994,743.1,10.04,15.315
1840,13.7,18,119,2923.8,3177,913,10.60,13.66666667,85.1,12.25,0.994,741.13,10.04,15.32
1840.5,13.7,19.1,119,2911,3182,913,10.60,13.7,85.3,12.25,0.994,740.83,10.06,15.32
1841,14.1,19.8,119,2884,3183,913,10.60,13.73333333,85.6,12.25,0.994,742.6,10.08,15.32
1841.5,13.9,20.5,119,2921.6,3182,913,10.60,13.76666667,85.9,12.25,0.994,745.04,10.11,15.32
1842,15.9,19.4,119,3020.5,3168,913,10.60,13.8,86.1,12.25,0.994,744.75,10.14,15.32
1842.5,13.8,19.2,119,2930,3163,913,10.60,13.83333333,86.3,12.25,0.994,744.96,10.125,15.325
1843,12.1,20,119,2865.1,3174,913,10.60,13.88333333,86.6,12.25,0.994,743.83,10.11,15.33
1843.5,11.9,20.4,119,2857.9,3178,913,10.60,13.91666667,86.9,12.25,0.994,743.15,10.125,15.33
1844,13.1,18.9,119,2899.5,3167,913,10.60,13.95,87.2,12.25,0.994,741.15,10.14,15.33
1844.5,14.5,17.6,119,2881.6,3168,913,10.60,14,87.5,12.25,0.994,738.33,10.175,15.335
1845,13,18.4,119,2857.1,3186,912,10.60,14.03333333,87.7,12.25,0.994,736.88,10.21,15.34
1845.5,11.4,18.8,119,2905.5,3198,912,10.60,14.08333333,88.1,12.25,0.994,735.64,10.235,15.34
1846,10.9,15.2,119,2789,3173,913,10.60,14.11666667,88.4,12.25,0.994,734.56,10.26,15.34
1846.5,11.6,14.1,119,2750.1,3169,913,10.60,14.16666667,88.7,12.25,0.994,736.3,10.27,15.34
1847,12.4,14.4,119,2748.7,3185,913,10.60,14.2,89,12.25,0.994,738.15,10.28,15.34
1847.5,12,15.1,119,2719.7,3214,912,10.60,14.25,89.3,12.25,0.994,738.11,10.195,15.345
1848,11,17.1,119,2709.1,3227,912,10.60,14.3,89.6,12.25,0.994,737.68,10.11,15.35
1848.5,10.5,17,119,2789.5,3223,911,10.60,14.35,90,12.25,0.994,733.91,10.085,15.35
1849,8,14.5,119,2544.6,3212,911,10.60,14.41666667,90.5,12.25,0.994,715.82,10.06,15.35
1849.5,12,8.8,119,2420.7,3211,909,10.60,14.45,90.8,12.25,0.994,710.8,10.065,15.35
1850,13,9.3,119,2491.9,3203,908,10.60,14.5,91.1,12.25,0.994,708.54,10.07,15.35
1850.5,15.4,11,119,2654.1,3192,909,10.60,14.53333333,91.3,12.25,0.994,708.71,10.03,15.355
1851,13.9,11.7,119,2646,3196,909,10.60,14.56666667,91.6,12.25,0.994,708.47,9.99,15.36
1851.5,9.2,11.2,119,2617.6,3195,909,10.60,14.63333333,92,12.25,0.994,709.88,9.985,15.36
1852,11.2,11.1,119,2598.6,3203,908,10.60,14.66666667,92.3,12.25,0.994,709.53,9.98,15.36
1852.5,14.6,12.6,119,2811.5,3207,907,10.60,14.71666667,92.6,12.25,0.994,705.76,10.025,15.36
1853,13.6,12.6,119,2893,3202,909,10.60,14.75,92.8,12.25,0.994,707.6,10.07,15.36
1853.5,13.7,11.4,119,2685.6,3212,909,10.60,14.78333333,93.1,12.25,0.994,708.51,10.03,15.365
1854,13.4,11.3,119,2601.6,3220,909,10.60,14.81666667,93.4,12.25,0.994,707.12,9.99,15.37
1854.5,14.4,10.9,119,2675.4,3211,909,10.60,14.85,93.6,12.25,0.994,706.48,10.04,15.37
1855,16.8,11.3,119,2797.3,3214,909,10.60,14.88333333,93.8,12.25,0.994,706.8,10.09,15.37
1855.5,13.7,10.5,119,2750.5,3212,909,10.60,14.91666667,94.1,12.25,0.994,706.34,10.08,15.37
1856,14.4,9.7,119,2694.2,3216,909,10.60,14.95,94.4,12.25,0.994,705.55,10.07,15.37
1856.5,14.5,9.2,119,2730.3,3217,909,10.60,15,94.6,12.25,0.994,707.32,10.02,15.375
1857,14.8,9.5,119,2774,3222,909,10.60,15.03333333,94.9,12.25,0.994,707.72,9.97,15.38
1857.5,15.1,9.9,119,2746,3227,909,10.60,15.06666667,95.1,12.25,0.994,706.82,9.97,15.38
1858,14.9,10.8,119,2754.5,3239,909,10.60,15.1,95.3,12.25,0.994,706.82,9.97,15.38
1858.5,14.7,10.7,119,2763.8,3236,909,10.60,15.13333333,95.6,12.25,0.994,708.33,10.04,15.385
1859,15.3,10.4,119,2700.6,3243,909,10.60,15.16666667,95.8,12.25,0.994,707.82,10.11,15.39
1859.5,13.1,10.5,119,2633.9,3238,909,10.60,15.2,96.1,12.25,0.994,707.45,10.12,15.39
1860,14.7,9.8,119,2607.7,3233,909,10.60,15.23333333,96.3,12.25,0.994,707.79,10.13,15.39
1860.5,14.9,9.1,119,2688.5,3229,909,10.60,15.26666667,96.6,12.25,0.994,708.93,10.15,15.39
1861,19.3,8.7,119,2830.8,3217,909,10.60,15.3,96.8,12.25,0.994,706.96,10.17,15.39
1861.5,25.1,9.6,119,2930.7,3218,909,10.60,15.31666667,96.9,12.25,0.994,708.54,10.175,15.395
1862,25.3,11.9,119,2970.4,3243,909,10.60,15.33333333,97.1,12.25,0.994,705.49,10.18,15.4
1862.5,22.1,11.5,119,2859.8,3238,909,10.60,15.36666667,97.2,12.25,0.994,705.22,10.155,15.4
1863,13.6,8.8,119,2572.7,3230,909,10.60,15.4,97.5,12.25,0.994,705.01,10.13,15.4
1863.5,13.8,9.5,119,2641.6,3231,909,10.60,15.43333333,97.8,12.25,0.994,705.59,10.145,15.4
1864,14.8,8.9,119,2675,3226,909,10.60,15.46666667,98,12.25,0.994,705.64,10.16,15.4
1864.5,14.7,8,119,2658.1,3211,909,10.60,15.5,98.3,12.25,0.994,703.07,10.11,15.4
1865,14,7.8,119,2697.6,3212,909,10.60,15.53333333,98.5,12.25,0.994,701.62,10.06,15.4
1865.5,14.5,8,119,2732,3210,909,10.60,15.56666667,98.8,12.25,0.994,703.06,10.035,15.405
1866,13.3,8.2,119,2762.5,3211,909,10.60,15.61666667,99,12.25,0.994,701.63,10.01,15.41
1866.5,12.5,8.9,119,2791.2,3210,909,10.60,15.65,99.3,12.25,0.994,700.71,10.075,15.41
1867,12.5,9.1,119,2845.3,3214,909,10.60,15.7,99.6,12.25,0.994,701.23,10.14,15.41
1867.5,12.7,8.7,119,2792.2,3211,909,10.60,15.73333333,99.9,12.25,0.994,702.24,10.095,15.415
1868,15.5,10.3,119,2914.9,3227,909,10.60,15.76666667,100.1,12.25,0.994,699.8,10.05,15.42
1868.5,14.1,11,119,2975.6,3233,909,10.60,15.8,100.4,12.25,0.994,698.72,10.01,15.42
1869,13.9,11.4,119,2987.2,3230,909,10.60,15.83333333,100.7,12.25,0.994,698.75,9.97,15.42
1869.5,12.8,10.3,119,2960.2,3217,909,10.60,15.88333333,100.9,12.25,0.994,696.57,10.04,15.42
1870,11.6,7.7,119,2778.3,3206,909,10.60,15.91666667,101.2,12.25,0.994,695.33,10.11,15.42
1870.5,13,6.5,119,2735.4,3198,909,10.60,15.95,101.5,12.25,0.994,696.79,10.09,15.425
1871,13.3,7.1,119,2762.1,3208,909,10.60,16,101.8,12.25,0.994,696.9,10.07,15.43
1871.5,12.5,7.4,119,2832.1,3209,909,10.60,16.03333333,102.1,12.25,0.994,695.46,10.06,15.43
1872,11.8,6.8,119,2798.3,3206,909,10.60,16.08333333,102.4,12.25,0.994,695.85,10.05,15.43
1872.5,11.3,6.3,119,2713.7,3205,909,10.60,16.11666667,102.7,12.25,0.994,695.46,10.025,15.43
1873,11.6,6.3,119,2648.6,3206,909,10.60,16.16666667,103,12.25,0.994,693.26,10,15.43
1873.5,13.5,7.2,119,2729.4,3207,909,10.60,16.2,103.3,12.25,0.994,693.31,10.01,15.435
1874,13.2,7.1,119,2736.4,3197,909,10.60,16.25,103.6,12.25,0.994,692.82,10.02,15.44
1874.5,11.9,8.3,119,2720.9,3193,909,10.60,16.28333333,103.9,12.25,0.994,691.06,9.99,15.44
1875,11.4,7.4,119,2611.2,3194,909,10.60,16.33333333,104.2,12.25,0.994,690.96,9.96,15.44
1875.5,10.5,6.9,119,2594.7,3189,909,10.60,16.38333333,104.5,12.25,0.994,688.27,10.075,15.44
1876,8.9,6.9,119,2568.3,3191,909,10.60,16.43333333,105,12.25,0.994,685.01,10.19,15.44
1876.5,6,6.9,119,2577,3181,909,10.60,16.5,105.4,12.25,0.994,680.63,10.2,15.445
1877,7.4,6.6,119,2368.1,3166,911,10.60,16.56666667,105.9,12.25,0.994,645.57,10.21,15.45
1877.5,12.4,9.3,119,2376.3,3147,913,10.60,16.63333333,106.4,12.25,0.994,642.06,10.185,15.45
1878,13.7,11.2,119,2463,3147,914,10.60,16.66666667,106.6,12.25,0.994,648.13,10.16,15.45
1878.5,13.7,12.8,119,2603.2,3170,914,10.60,16.7,106.9,12.25,0.994,644.69,10.2,15.45
1879,14.1,14.3,119,2613.3,3250,914,10.60,16.75,107.1,12.25,0.994,640.15,10.24,15.45
1879.5,18.2,17.2,119,2912.4,3297,915,10.60,16.76666667,107.4,12.25,0.994,641.93,10.175,15.455
1880,12.6,14.8,119,2742.9,3293,915,10.60,16.81666667,107.7,12.25,0.994,637.32,10.11,15.46
1880.5,11.2,13.6,119,2657.2,3281,915,10.60,16.85,108,12.25,0.994,613.89,10.03,15.46
1881,11.1,14,119,2581,3276,915,10.60,16.9,108.3,12.25,0.994,638.68,9.95,15.46
1881.5,11.1,12.9,119,2521.6,3249,914,10.60,16.95,108.6,12.25,0.994,649.29,9.945,15.465
1882,12.8,13.1,119,2588.5,3230,914,10.60,16.98333333,108.9,12.25,0.994,645.78,9.94,15.47
1882.5,16.1,14.9,119,2744.8,3233,914,10.60,17.01666667,109.1,12.25,0.994,636.09,9.935,15.47
1883,17.1,15.5,119,2825.4,3230,914,10.60,17.05,109.3,12.25,0.994,642.72,9.93,15.47
1883.5,15.8,13.7,119,2673.2,3217,914,10.60,17.08333333,109.6,12.25,0.994,645.48,10.025,15.47
1884,15.8,13.8,119,2641.5,3216,914,10.60,17.11666667,109.8,12.25,0.994,645.47,10.12,15.47
1884.5,17.4,15,120,2873.3,3222,914,10.60,17.15,110,12.25,0.994,644.27,10.125,15.475
1885,18.2,16.4,119,3009.5,3222,914,10.60,17.16666667,110.2,12.25,0.994,642.69,10.13,15.48
1885.5,17.5,17.7,120,3117.1,3222,914,10.60,17.2,110.4,12.25,0.994,633.06,10.13,15.48
1886,18,16.7,119,3101.3,3222,914,10.60,17.23333333,110.6,12.25,0.994,643.91,10.13,15.48
1886.5,17.5,14,119,2933.3,3225,914,10.60,17.25,110.8,12.25,0.994,649.94,10.115,15.48
1887,16.9,13.8,119,2865.7,3252,914,10.60,17.28333333,111,12.25,0.994,647.54,10.1,15.48
1887.5,16.6,13.7,119,2879.7,3244,911,10.60,17.31666667,111.2,12.25,0.994,646.61,10.115,15.485
1888,16.7,12.4,119,2840.4,3233,899,10.60,17.35,111.5,12.25,0.994,643.93,10.13,15.49
1888.5,16.6,11.9,120,2815.2,3230,846,10.60,17.36666667,111.7,12.25,0.994,656.52,10.1,15.49
1889,16.1,12.7,119,2813.5,3242,898,10.60,17.4,111.9,12.25,0.994,657.34,10.07,15.49
1889.5,15.3,15,120,2942.9,3245,913,10.60,17.43333333,112.1,12.25,0.994,640.72,10.065,15.49
1890,15.4,14.4,120,2930.7,3240,913,10.60,17.46666667,112.4,12.25,0.994,636.13,10.06,15.49
1890.5,15.5,13.2,120,2847.3,3230,913,10.60,17.5,112.6,12.25,0.994,643.67,10.05,15.495
1891,15.1,14,120,2893.3,3234,913,10.60,17.53333333,112.8,12.25,0.994,646.88,10.04,15.5
1891.5,14.8,15.2,120,2918.2,3242,913,10.60,17.56666667,113.1,12.25,0.994,652.35,10.045,15.5
1892,14.9,16.1,120,2976.2,3247,913,10.60,17.6,113.3,12.25,0.994,669.15,10.05,15.5
1892.5,16.7,16.6,120,3082.8,3241,913,10.60,17.63333333,113.5,12.25,0.994,674.18,10.1,15.5
1893,18.4,17.3,120,3077.7,3252,913,10.60,17.66666667,113.7,12.25,0.994,672.85,10.15,15.5
1893.5,17.1,16.1,120,2941.5,3259,913,10.60,17.68333333,113.9,12.25,0.994,657.11,10.1,15.505
1894,16.7,15.4,120,2935.1,3271,913,10.60,17.71666667,114.1,12.25,0.994,669.04,10.05,15.51
1894.5,18.3,16.4,120,3136.8,3272,913,10.60,17.75,114.3,12.25,0.994,671.47,10.09,15.51
1895,17.9,16.2,120,3168.4,3270,913,10.60,17.78333333,114.5,12.25,0.994,651.82,10.13,15.51
1895.5,17.4,14.8,120,3062.8,3273,913,10.60,17.8,114.8,12.25,0.994,650.05,10.12,15.515
1896,16.5,14.7,120,2975.7,3270,913,10.60,17.83333333,115,12.25,0.994,652.15,10.11,15.52
1896.5,15.8,15.6,120,3100.8,3283,913,10.60,17.86666667,115.2,12.25,0.994,676.87,10.035,15.52
1897,15.4,16.6,120,3039,3291,913,10.60,17.9,115.4,12.25,0.994,683,9.96,15.52
1897.5,14.9,18.3,120,2897.3,3314,914,10.60,17.93333333,115.7,12.25,0.994,684.07,9.99,15.52
1898,14.6,19.2,120,2926.8,3318,914,10.60,17.96666667,115.9,12.25,0.994,681.22,10.02,15.52
1898.5,12.4,17.1,120,2695,3324,914,10.60,18,116.2,12.25,0.994,677.77,10.015,15.525
1899,11.9,14.3,120,2572.5,3315,914,10.60,18.05,116.5,12.25,0.994,656.7,10.01,15.53
1899.5,12.7,11.6,120,2529.7,3295,914,10.60,18.08333333,116.8,12.25,0.994,660.9,10.01,15.53
1900,10,9.7,120,2371.6,3296,913,10.60,18.15,117.2,12.25,0.994,678.62,10.01,15.53
1900.5,9.3,10.3,120,2325,3300,913,10.60,18.2,117.6,12.25,0.994,669.1,10.015,15.53
1901,10.7,11.2,120,2366.9,3306,914,10.60,18.25,117.9,12.25,0.994,677.34,10.02,15.53
1901.5,12.6,11.2,120,2419.1,3310,914,10.60,18.28333333,118.2,12.25,0.994,661.93,10.02,15.53
1902,12.3,12.7,120,2459.3,3325,914,10.60,18.31666667,118.5,12.25,0.994,652.31,10.02,15.53
1902.5,12.7,13.5,120,2522.9,3332,914,10.60,18.36666667,118.8,12.25,0.994,653.95,10.025,15.535
1903,13,12.8,120,2546.6,3326,914,10.60,18.4,119,12.25,0.994,661.4,10.03,15.54
1903.5,13.4,11.1,120,2660.4,3309,914,10.60,18.43333333,119.3,12.25,0.994,662.12,10.04,15.54
1904,13.4,9.8,120,2651.8,3298,914,10.60,18.48333333,119.6,12.25,0.994,669.99,10.05,15.54
1904.5,13.2,10.3,120,2720.6,3295,914,10.60,18.51666667,119.8,12.25,0.994,668.99,10.055,15.54
1905,13.1,10,120,2748,3294,914,10.60,18.55,120.1,12.25,0.994,675.48,10.06,15.54
1905.5,12.5,9.7,120,2750.9,3294,913,10.60,18.6,120.4,12.25,0.994,692.25,10.07,15.545
1906,11,7.1,119,2422.5,3319,914,10.60,18.63333333,120.7,12.25,0.994,692.75,10.08,15.55
1906.5,12.6,7.4,118,2408.1,3370,916,10.60,18.68333333,121.1,12.25,0.994,693.76,10.1,15.55
1907,9.5,7.9,118,2393.1,3396,922,10.60,18.75,121.5,12.25,0.994,699.27,10.12,15.55
1907.5,5.9,8.1,118,2425.7,3378,923,10.60,18.81666667,122,12.25,0.994,704.49,10.09,15.55
1908,12,9.4,118,2499.3,3374,923,10.60,18.85,122.3,12.25,0.994,701.51,10.06,15.55
1908.5,13.8,10.2,118,2571.9,3359,923,10.60,18.93333333,122.8,12.25,0.994,706.72,10.075,15.555
1909,14.2,10.1,118,2552,3356,923,10.60,18.98333333,123.2,12.25,0.994,703.23,10.09,15.56
1909.5,13.6,10,118,2595,3352,923,10.60,19.01666667,123.5,12.25,0.994,713.31,10.105,15.56
1910,13.4,9.6,118,2626.6,3357,923,10.60,19.06666667,123.7,12.25,0.994,717.09,10.12,15.56
1910.5,13.5,9.7,118,2695.8,3355,923,10.60,19.1,124,12.25,0.994,720.64,10.15,15.56
1911,12.9,10.3,118,2710.4,3370,924,10.60,19.13333333,124.3,12.25,0.994,723.1,10.18,15.56
1911.5,13.1,9.2,118,2631.5,3362,924,10.60,19.16666667,124.5,12.25,0.994,723.43,10.215,15.565
1912,13.2,8.7,118,2577.8,3358,923,10.60,19.21666667,124.8,12.25,0.994,705.56,10.25,15.57
1912.5,13.8,9.8,118,2632.8,3371,924,10.60,19.25,125.1,12.25,0.994,704.32,10.24,15.57
1913,12.7,10.4,118,2658.9,3372,924,10.60,19.28333333,125.3,12.25,0.994,716.13,10.23,15.57
1913.5,14.6,12.1,118,2740.3,3377,924,10.60,19.31666667,125.6,12.25,0.994,730.89,10.225,15.57
1914,16.4,12.5,118,2774.4,3373,924,10.60,19.35,125.8,12.25,0.994,717.26,10.22,15.57
1914.5,14.2,12.7,118,2734.4,3379,924,10.60,19.38333333,126.1,12.25,0.994,711.18,10.175,15.575
1915,13.5,12.8,118,2742.6,3376,924,10.60,19.43333333,126.3,12.25,0.994,710.83,10.13,15.58
1915.5,12.9,10.7,118,2673.8,3362,924,10.60,19.46666667,126.6,12.25,0.994,714.12,10.075,15.58
1916,12.6,9,118,2547.9,3352,923,10.60,19.5,126.9,12.25,0.994,724.49,10.02,15.58
1916.5,13.9,8.3,118,2524.7,3344,923,10.60,19.55,127.1,12.25,0.994,745.03,10.09,15.58
1917,14.6,8.7,118,2634.3,3342,923,10.60,19.58333333,127.4,12.25,0.994,751.53,10.16,15.58
1917.5,14.9,8.8,118,2678.3,3345,923,10.60,19.61666667,127.6,12.25,0.994,755.39,10.21,15.585
1918,13,7.4,118,2557.9,3345,923,10.60,19.65,127.9,12.25,0.994,759.69,10.26,15.59
1918.5,12.4,7.1,118,2537.9,3342,923,10.60,19.68333333,128.2,12.25,0.994,756.63,10.24,15.59
1919,14.4,8.6,118,2679.2,3349,923,10.60,19.71666667,128.4,12.25,0.994,749.68,10.22,15.59
1919.5,17.2,10.2,118,2834.4,3352,923,10.60,19.75,128.6,12.25,0.994,756.65,10.255,15.595
1920,16.1,10.1,118,2869.6,3366,924,10.60,19.78333333,128.9,12.25,0.994,761.71,10.29,15.6
1920.5,15,9.9,118,2772.4,3370,914,10.60,19.81666667,129.1,12.25,0.994,758.92,10.305,15.6
1921,14,9.4,118,2617.4,3383,871,10.65,19.85,129.4,12.25,0.994,755.35,10.32,15.6
1921.5,14.8,9.8,118,2662.4,3395,687,10.65,19.88333333,129.6,12.25,0.994,759.98,10.29,15.6
1922,13.3,10.3,118,2579.4,3404,675,10.65,19.93333333,129.9,12.25,0.994,752.8,10.26,15.6
1922.5,14.7,11,118,2552.3,3408,878,10.65,19.96666667,130.1,12.25,0.994,758.72,10.2,15.6
